rooms,year_built,location,building_floor_num,garage,district,leasing,balcony,size_meters,door_type,apartment_floor_num,window_type,num_windows,floor_type
2 өрөө,2016,21-р хороолол,5,Байгаа,Сонгино Хайрхан,Лизинггүй,1 тагттай,43.6,Бүргэд,5,Вакум,2,Паркет
2 өрөө,1989,Төмөр зам,9,Байхгүй,Баянгол,Лизинггүй,1 тагттай,57.0,Бүргэд,9,Вакум,3,Паркет
2 өрөө,2000,1-р хороолол,9,Байхгүй,Сонгино Хайрхан,Лизинггүй,1 тагттай,67.0,Бүргэд,2,Вакум,4,Паркет
1 өрөө,2013,15-р хороолол,13,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,36.0,Бүргэд,9,Вакум,1,Паркет
3 өрөө,2020,Бусад,23,Байхгүй,Хан-Уул,Лизинггүй,1 тагттай,70.0,Бүргэд,18,Вакум,5,Паркет
3 өрөө,2018,13-р хороолол,15,Байгаа,Баянзүрх,Лизинггүй,1 тагттай,76.8,Төмөр,8,Вакум,3,Паркет
4 өрөө,2019,Бусад,24,Байгаа,Сүхбаатар,Хувь лизингтэй,2 тагттай,117.0,Бүргэд,20,Төмөр вакум,5,Паркет
1 өрөө,2012,15-р хороолол,6,Байхгүй,Хан-Уул,Банкны лизингтэй,1 тагттай,36.7,Бүргэд,4,Вакум,2,Паркет
4 өрөө,2009,Төмөр зам,12,Байхгүй,Баянгол,Лизинггүй,1 тагттай,79.83,Бүргэд,6,Вакум,4,Паркет
2 өрөө,2019,Бусад,12,Байхгүй,Хан-Уул,Лизинггүй,1 тагттай,52.12,Бүргэд,9,Вакум,2,Паркет
3 өрөө,2015,Бусад,10,Байхгүй,Хан-Уул,Хувь лизингтэй,1 тагттай,95.23,Бүргэд,8,Вакум,6,Паркет
3 өрөө,1998,11-р хороолол,9,Байхгүй,Сүхбаатар,Банкны лизингтэй,2 тагттай,112.0,Бүргэд,9,Вакум,5,Паркет
3 өрөө,2020,Нисэх,12,Байхгүй,Хан-Уул,Лизинггүй,1 тагттай,64.4,Вакум,1,Вакум,3,Паркет
3 өрөө,2014,10-р хороолол,11,Байхгүй,Баянгол,Лизинггүй,1 тагттай,67.5,Бүргэд,6,Вакум,3,Паркет
3 өрөө,2016,River stone,13,Байхгүй,Хан-Уул,Лизинггүй,2 тагттай,79.95,Бүргэд,5,Вакум,5,Паркет
3 өрөө,2020,"3, 4 хороолол",16,Байхгүй,Баянгол,Лизинггүй,1 тагттай,78.8,Бүргэд,14,Вакум,3,Паркет
3 өрөө,2002,Зүүн 4 зам,4,Байхгүй,Баянзүрх,Лизинггүй,2 тагттай,88.08,Бүргэд,3,Вакум,5,Паркет
1 өрөө,2014,Бусад,10,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,40.0,Бүргэд,2,Вакум,2,Паркет
3 өрөө,1993,"3, 4 хороолол",9,Байхгүй,Баянгол,Лизинггүй,2 тагттай,80.0,Бүргэд,6,Вакум,4,Паркет
1 өрөө,2010,10-р хороолол,12,Байхгүй,Баянгол,Банкны лизингтэй,Тагтгүй,28.0,Төмөр,1,Вакум,1,Плита
4 өрөө,2018,Яармаг,5,Байхгүй,Хан-Уул,Банкны лизингтэй,2 тагттай,83.0,Бүргэд,3,Вакум,4,Паркет
3 өрөө,2018,Зүүн 4 зам,15,Байхгүй,Баянзүрх,Хувь лизингтэй,2 тагттай,95.0,Бүргэд,14,Вакум,4,Паркет
1 өрөө,2012,"3, 4 хороолол",1,Байхгүй,Баянгол,Лизинггүй,1 тагттай,32.0,Бүргэд,1,Вакум,1,Паркет
2 өрөө,2019,Бусад,16,Байгаа,Баянзүрх,Лизинггүй,1 тагттай,61.1,Төмөр,5,Вакум,2,Паркет
3 өрөө,1988,19-р хороолол,5,Байхгүй,Хан-Уул,Лизинггүй,1 тагттай,44.0,Бүргэд,5,Мод,4,Паркет
2 өрөө,2019,Яармаг,9,Байхгүй,Хан-Уул,Лизинггүй,1 тагттай,48.5,Төмөр,6,Вакум,2,Паркет
4 өрөө,2018,Яармаг,10,Байхгүй,Хан-Уул,Лизинггүй,2 тагттай,145.0,Бүргэд,3,Вакум,5,Паркет
2 өрөө,2013,10-р хороолол,16,Байхгүй,Баянгол,Лизинггүй,1 тагттай,44.0,Бүргэд,8,Вакум,3,Паркет
2 өрөө,2019,Офицер,12,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,51.96,Бүргэд,5,Вакум,2,Паркет
3 өрөө,2019,Яармаг,9,Байхгүй,Хан-Уул,Лизинггүй,1 тагттай,80.0,Бүргэд,5,Вакум,3,Паркет
1 өрөө,1990,Бага тойрог,5,Байхгүй,Чингэлтэй,Лизинггүй,1 тагттай,18.0,Бүргэд,2,Вакум,3,Паркет
2 өрөө,2016,Яармаг,12,Байхгүй,Хан-Уул,Лизинггүй,1 тагттай,52.01,Бүргэд,6,Вакум,2,Паркет
2 өрөө,2012,Viva city,5,Байхгүй,Хан-Уул,Лизинггүй,Тагтгүй,49.5,Бүргэд,2,Вакум,2,Паркет
1 өрөө,2019,Бусад,12,Байхгүй,Сүхбаатар,Банкны лизингтэй,1 тагттай,34.7,Бүргэд,9,Вакум,2,Паркет
4 өрөө,2019,Яармаг,10,Байгаа,Хан-Уул,Лизинггүй,2 тагттай,140.0,Бүргэд,6,Вакум,8,Паркет
2 өрөө,2011,16-р хороолол,10,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,35.0,Бүргэд,9,Вакум,2,Паркет
2 өрөө,2011,Нисэх,9,Байхгүй,Хан-Уул,Лизинггүй,1 тагттай,34.0,Бүргэд,2,Вакум,3,Паркет
5+ өрөө,2018,Бусад,7,Байгаа,Баянзүрх,Хувь лизингтэй,2 тагттай,330.0,Төмөр,6,Модон вакум,7,Паркет
1 өрөө,1985,10-р хороолол,9,Байхгүй,Баянгол,Лизинггүй,1 тагттай,18.0,Бүргэд,8,Вакум,3,Ламинат
2 өрөө,2019,Бусад,16,Байхгүй,Хан-Уул,Лизинггүй,1 тагттай,56.0,Бүргэд,6,Вакум,2,Паркет
3 өрөө,2012,Төмөр зам,10,Байгаа,Баянгол,Лизинггүй,1 тагттай,57.0,Бүргэд,7,Вакум,3,Паркет
4 өрөө,2007,15-р хороолол,6,Байгаа,Баянзүрх,Лизинггүй,1 тагттай,99.35,Төмөр,4,Вакум,5,Паркет
4 өрөө,2017,King Tower,16,Байгаа,Хан-Уул,Лизинггүй,Тагтгүй,145.0,Бүргэд,5,Вакум,7,Паркет
2 өрөө,1995,16-р хороолол,5,Байхгүй,Баянзүрх,Банкны лизингтэй,1 тагттай,30.0,Бүргэд,5,Вакум,3,Паркет
2 өрөө,1988,Төмөр зам,5,Байхгүй,Баянгол,Лизинггүй,1 тагттай,50.0,Бүргэд,4,Вакум,3,Паркет
4 өрөө,2019,Бусад,16,Байхгүй,Баянзүрх,Лизинггүй,2 тагттай,122.0,Бүргэд,3,Вакум,4,Паркет
2 өрөө,2019,Бусад,16,Байхгүй,Сүхбаатар,Банкны лизингтэй,1 тагттай,65.0,Бүргэд,10,Вакум,2,Паркет
2 өрөө,2009,21-р хороолол,4,Байхгүй,Сонгино Хайрхан,Лизинггүй,1 тагттай,61.3,Бүргэд,4,Вакум,4,Паркет
4 өрөө,2014,Зайсан,9,Байгаа,Хан-Уул,Лизинггүй,1 тагттай,141.0,Бүргэд,4,Вакум,5,Паркет
4 өрөө,2011,Хурд,9,Байгаа,Хан-Уул,Лизинггүй,2 тагттай,129.0,Төмөр,6,Вакум,5,Паркет
2 өрөө,2017,16-р хороолол,14,Байгаа,Баянзүрх,Лизинггүй,1 тагттай,49.0,Бүргэд,13,Вакум,2,Паркет
2 өрөө,2019,Бусад,16,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,44.0,Бүргэд,13,Вакум,2,Паркет
2 өрөө,2015,5 шар,5,Байхгүй,Сонгино Хайрхан,Лизинггүй,2 тагттай,47.0,Бүргэд,2,Вакум,3,Паркет
2 өрөө,2010,25-р эмийн сан,5,Байхгүй,Баянгол,Лизинггүй,1 тагттай,42.0,Бүргэд,2,Вакум,2,Паркет
2 өрөө,2014,15-р хороолол,10,Байхгүй,Хан-Уул,Лизинггүй,1 тагттай,76.0,Бүргэд,8,Вакум,3,Паркет
3 өрөө,2019,Нарны хороолол,23,Байгаа,Баянгол,Лизинггүй,1 тагттай,69.93,Бүргэд,18,Вакум,4,Паркет
2 өрөө,2014,Баянмонгол хороолол,15,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,49.0,Бүргэд,3,Вакум,2,Паркет
4 өрөө,2014,Зайсан,9,Байхгүй,Хан-Уул,Банкны лизингтэй,2 тагттай,120.0,Бүргэд,2,Вакум,5,Паркет
3 өрөө,2009,13-р хороолол,10,Байхгүй,Сүхбаатар,Лизинггүй,1 тагттай,108.0,Бүргэд,8,Вакум,5,Мод
2 өрөө,2012,13-р хороолол,16,Байхгүй,Баянзүрх,Лизинггүй,2 тагттай,56.83,Бүргэд,16,Вакум,4,Паркет
1 өрөө,1995,Толгойт,5,Байхгүй,Сонгино Хайрхан,Лизинггүй,1 тагттай,18.0,Бүргэд,5,Вакум,3,Цемент
2 өрөө,2017,19-р хороолол,15,Байхгүй,Хан-Уул,Лизинггүй,3+ тагттай,68.8,Бүргэд,9,Төмөр вакум,5,Паркет
2 өрөө,2010,13-р хороолол,6,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,63.0,Бүргэд,6,Вакум,3,Ламинат
3 өрөө,2008,Зайсан,4,Байгаа,Хан-Уул,Лизинггүй,1 тагттай,85.0,Бүргэд,3,Вакум,4,Паркет
2 өрөө,2019,19-р хороолол,12,Байгаа,Хан-Уул,Хувь лизингтэй,1 тагттай,40.0,Бүргэд,5,Вакум,3,Паркет
3 өрөө,1980,Бусад,5,Байхгүй,Сүхбаатар,Лизинггүй,1 тагттай,70.0,Бүргэд,1,Вакум,4,Паркет
4 өрөө,2018,Яармаг,5,Байхгүй,Хан-Уул,Лизинггүй,1 тагттай,83.0,Төмөр,2,Вакум,4,Паркет
3 өрөө,2016,Бусад,12,Байхгүй,Хан-Уул,Лизинггүй,1 тагттай,67.0,Бүргэд,5,Модон вакум,5,Паркет
4 өрөө,2014,Хансвилл хотхон,16,Байхгүй,Хан-Уул,Лизинггүй,2 тагттай,118.0,Бүргэд,12,Вакум,4,Паркет
2 өрөө,2020,Яармаг,16,Байхгүй,Хан-Уул,Лизинггүй,1 тагттай,49.0,Бүргэд,11,Вакум,2,Паркет
2 өрөө,2016,15-р хороолол,15,Байхгүй,Баянзүрх,Банкны лизингтэй,1 тагттай,56.0,Төмөр,7,Вакум,2,Паркет
3 өрөө,2010,15-р хороолол,4,Байхгүй,Баянзүрх,Банкны лизингтэй,2 тагттай,68.0,Бүргэд,4,Вакум,5,Паркет
1 өрөө,2009,19-р хороолол,9,Байхгүй,Хан-Уул,Лизинггүй,1 тагттай,36.0,Бүргэд,1,Вакум,2,Паркет
2 өрөө,2017,13-р хороолол,12,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,47.52,Бүргэд,5,Вакум,2,Паркет
2 өрөө,2019,Бусад,19,Байхгүй,Хан-Уул,Лизинггүй,1 тагттай,55.04,Төмөр,8,Вакум,5,Паркет
3 өрөө,1992,11-р хороолол,9,Байхгүй,Сүхбаатар,Лизинггүй,2 тагттай,80.0,Бүргэд,6,Вакум,4,Паркет
1 өрөө,2018,Сансар,5,Байхгүй,Баянзүрх,Лизинггүй,Тагтгүй,20.0,Бүргэд,1,Вакум,1,Паркет
3 өрөө,2012,Бусад,12,Байхгүй,Сүхбаатар,Лизинггүй,1 тагттай,60.0,Бүргэд,6,Вакум,3,Паркет
3 өрөө,2019,Яармаг,16,Байхгүй,Хан-Уул,Хувь лизингтэй,1 тагттай,68.0,Төмөр,3,Вакум,4,Паркет
2 өрөө,2013,Зүүн 4 зам,10,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,47.0,Бүргэд,5,Вакум,2,Паркет
4 өрөө,2010,Төмөр зам,9,Байхгүй,Баянгол,Лизинггүй,2 тагттай,108.0,Бүргэд,9,Вакум,5,Паркет
2 өрөө,2016,13-р хороолол,16,Байхгүй,Баянзүрх,Хувь лизингтэй,1 тагттай,61.0,Бүргэд,15,Вакум,2,Паркет
2 өрөө,1985,"3, 4 хороолол",9,Байхгүй,Баянгол,Лизинггүй,1 тагттай,29.0,Бүргэд,9,Вакум,4,Паркет
3 өрөө,2019,16-р хороолол,16,Байхгүй,Баянзүрх,Хувь лизингтэй,1 тагттай,60.0,Бүргэд,12,Вакум,4,Паркет
2 өрөө,2020,Нэхмэлийн шар,16,Байхгүй,Хан-Уул,Лизинггүй,1 тагттай,53.76,Бүргэд,9,Вакум,2,Паркет
3 өрөө,2014,Нисэх,9,Байгаа,Хан-Уул,Лизинггүй,1 тагттай,67.0,Бүргэд,9,Вакум,3,Паркет
3 өрөө,2018,Зайсан,9,Байгаа,Хан-Уул,Хувь лизингтэй,2 тагттай,107.0,Төмөр,2,Вакум,4,Паркет
2 өрөө,2013,11-р хороолол,12,Байхгүй,Сүхбаатар,Лизинггүй,1 тагттай,48.2,Төмөр,7,Вакум,3,Паркет
3 өрөө,1990,1-р хороолол,9,Байхгүй,Баянгол,Лизинггүй,Тагтгүй,76.0,Бүргэд,2,Вакум,4,Паркет
4 өрөө,2019,Бусад,10,Байхгүй,Хан-Уул,Лизинггүй,2 тагттай,102.0,Төмөр,4,Вакум,7,Паркет
1 өрөө,2010,Сансар,4,Байхгүй,Баянзүрх,Банкны лизингтэй,1 тагттай,34.0,Бүргэд,4,Вакум,1,Паркет
3 өрөө,2014,"3, 4 хороолол",8,Байхгүй,Баянгол,Банкны лизингтэй,2 тагттай,69.0,Бүргэд,8,Вакум,3,Паркет
2 өрөө,2013,"3, 4 хороолол",10,Байхгүй,Баянгол,Лизинггүй,1 тагттай,54.4,Бүргэд,7,Вакум,3,Паркет
2 өрөө,2010,11-р хороолол,12,Байгаа,Сүхбаатар,Лизинггүй,1 тагттай,63.0,Бүргэд,7,Вакум,2,Паркет
2 өрөө,1984,"3, 4 хороолол",9,Байхгүй,Баянгол,Лизинггүй,1 тагттай,54.0,Мод,6,Вакум,3,Паркет
2 өрөө,1998,Бага тойрог,9,Байхгүй,Чингэлтэй,Лизинггүй,1 тагттай,54.0,Бүргэд,5,Вакум,3,Паркет
3 өрөө,2009,Japan town,7,Байгаа,Хан-Уул,Лизинггүй,1 тагттай,93.15,Төмөр,3,Вакум,4,Паркет
2 өрөө,2014,13-р хороолол,12,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,47.0,Бүргэд,12,Вакум,2,Паркет
4 өрөө,2004,15-р хороолол,5,Байхгүй,Баянзүрх,Лизинггүй,2 тагттай,110.0,Мод,3,Вакум,6,Паркет
3 өрөө,2011,19-р хороолол,6,Байхгүй,Хан-Уул,Лизинггүй,1 тагттай,68.0,Бүргэд,2,Вакум,4,Паркет
3 өрөө,2019,1-р хороолол,9,Байхгүй,Сонгино Хайрхан,Лизинггүй,1 тагттай,76.0,Бүргэд,4,Төмөр вакум,4,Паркет
2 өрөө,2020,Хүннү,14,Байхгүй,Хан-Уул,Лизинггүй,1 тагттай,52.0,Бүргэд,1,Вакум,3,Паркет
2 өрөө,2017,19-р хороолол,16,Байхгүй,Хан-Уул,Лизинггүй,2 тагттай,51.0,Төмөр,11,Вакум,4,Паркет
4 өрөө,2018,Яармаг,10,Байхгүй,Хан-Уул,Лизинггүй,2 тагттай,145.0,Бүргэд,9,Вакум,6,Паркет
2 өрөө,2020,19-р хороолол,16,Байхгүй,Хан-Уул,Хувь лизингтэй,1 тагттай,59.62,Төмөр,6,Вакум,3,Паркет
2 өрөө,1995,Москва хороолол,9,Байхгүй,Сонгино Хайрхан,Лизинггүй,1 тагттай,30.0,Бүргэд,9,Вакум,3,Паркет
3 өрөө,2020,Бусад,14,Байгаа,Хан-Уул,Хувь лизингтэй,2 тагттай,106.0,Бүргэд,14,Вакум,5,Паркет
2 өрөө,2014,Баруун 4 зам,16,Байхгүй,Баянгол,Лизинггүй,1 тагттай,43.0,Бүргэд,13,Вакум,2,Паркет
1 өрөө,2008,5 шар,4,Байхгүй,Сонгино Хайрхан,Лизинггүй,1 тагттай,26.0,Бүргэд,3,Вакум,1,Паркет
2 өрөө,2011,Бусад,5,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,48.0,Бүргэд,2,Вакум,3,Паркет
1 өрөө,2018,Амгалан,9,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,29.49,Вакум,6,Вакум,1,Паркет
